Title,Company,Location,Salary,Description
Platform Support Engineer - Python,Codvo.ai,Remote in Remote,"₹6,01,709 - ₹18,53,459 a year",Experience writing process automation scripts using python.Minimum 3+ years of experience in software product development preferably in python stack.
Python AWS,thinkbridge,"Remote in Pune, Maharashtra","From ₹70,000 a month",Integration of user-facing elements developed by front-end developers with server-side logic.Experience in any one of the high-level programming languages such…
Python AWS Developer,HTC Global,"Chennai, Tamil Nadu","₹20,00,000 - ₹22,00,000 a year",Candidate should have knowledge and expertise in python development.Minimum 4+ Years of Overall IT experience .*Good experience with REST APIs.
Jr. Python Developer,Velocida Private Limited,"Alwarpet, Chennai, Tamil Nadu","₹12,00,000 - ₹13,00,000 a year","3 to 5 years of experience in creating large-scale data pipeline..Extensive Python, API (Flask) development experience..Total work: 1 year (Preferred)."
Python & Django Developer,ConsoleBit Technologies,"Gurgaon, Haryana",None,"Knowledge of Python and Django Framework"".Basic knowledge of HTML, Javascript and CSS3.Unit Testing and Debugging code."
Python developer,Tanish Analytics,"Bhopal, Madhya Pradesh",None,"Experienced in Python and Python based frameworks.Linux/Unix/Windows Admin skills a plus, with installation and configuration experience."
Python Developer,mquotient,"Pune, Maharashtra",None,"Python development experience ideally in Django.Multiple web technologies, databases and development frameworks.Basic systems maintenance and administration."
Python Developer,IN 630 Shared Services,"Remote in New Delhi, Delhi",None,We are seeking an experienced Python Developer with 4 to 6 years of industry experience.The ideal candidate should possess strong expertise in Python…
Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",None,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
Python/Django Developer,Santophy Infotech Pvt Ltd,"Indore, Madhya Pradesh","Up to ₹80,000 a month","Good working knowledge as Python Developer .Job Types: Full-time, Regular / Permanent.Vijay nagar, Indore - 452010, Madhya Pradesh: Reliably commute or…"
Phython Developer,Intellect Outsource,"Trichur, Kerala",None,"With extensive experience framework Django.Writing efficient, reusable, testable, and scalable code.Understanding, analysing, and implementing – Business…"
Full Stack Developer,"CloudPlinth, Inc.","Hyderabad, Telangana+1 location",None,Experience in leading a team of developers in developing web applications.The ideal candidate will have a passion for technology and the ability to lead a team…
Front End Developer,Intellemind Technologies Pvt Ltd,"Remote in New Delhi, Delhi","₹2,40,000 - ₹5,40,000 a year",This is a work from home position.Candidates should have 1 year to 4 years of experience in React development.Implement pixel perfect UI's that match designs.
Python Developer,Idea Clan,"Chandigarh, Chandigarh","Up to ₹62,835 a month","Collaborate closely with front-end developers, product managers, and other stakeholders to design and implement API endpoints that meet business requirements."
Python Developer,Tecnolynx,"Hyderabad, Telangana",None,"Python Developer responsibilities include writing and testing code, debugging programs, and integrating applications with third-party web services."
Python/Django Developer,Markytics Consulting Pvt Ltd,"Pune, Maharashtra+1 location","₹2,00,000 - ₹5,00,000 a year",Mentor junior developers and provide technical guidance and support.Collaborate with frontend developers to ensure seamless integration of frontend and backend…
Full Stack Developer (Fresher),CommVersion solutions,"Mumbai, Maharashtra","Up to ₹7,00,000 a year","Ownership of all aspects in Technology across the business*.Collaborate with senior software engineers and development teams to design, develop, and maintain…"
Python + React Fullstack,Elitez Recruitment Services Private Limited,Remote in Remote+2 locations,"₹20,00,000 - ₹25,00,000 a year","Provide mentorship to junior developers by rigorous code review, observe standard and advocate best practises."
Python Developer (Max Budget - 18 LPA),Rapsys Technologies,"Bengaluru, Karnataka",None,Work experience as a Python Developer.Familiarity with front-end technologies (like JavaScript and HTML5).
Python Developer,National Securities Depository Limited,"Mumbai, Maharashtra",None,Developing jobs using python and SQL.Coordinating with front-end developers.Tech/MCA / MBA / PGDM full time.
Python Developer,Zeksta Technology,"Remote in Bengaluru, Karnataka",None,You will be working closely with developers.Work closely with the team developing applications and services using Agile development methods.
Python Developer,Infocom,"Kochi, Kerala",None,"We are looking for individuals whose thoughts when put into action would create wonders and fuels happiness for our clients, ultimately, you’ll build highly…"
Python Developer,Abylle,"Bengaluru, Karnataka",None,"Python, Django, Python Libraries, Rest API, PHP, MySQL.Hands-on experience of best practices in System Design using OOAD and Design Patterns."
Python/Django Developer,Habilelabs Pvt. Ltd.,"Jaipur, Rajasthan+1 location","₹8,00,000 - ₹11,00,000 a year","Job Description: *As a Python Developer, Candidate will be responsible for designing, developing, and maintaining web applications using Django/Pyramid/Flask…"
Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",None,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
Python Backend Developer,Digitap.AI Enterprise Solutions,"Bengaluru, Karnataka",None,"As a developer, responsibilities include writing and testing code, debugging programs.DIGITAP.AI provides high tech advanced AI / ML solutions to new age…"
Python Web App Developer,Siemens,"Bengaluru, Karnataka",None,Web Developer is responsible for developing SW components based on the Architecture / Design provided.Analyze the requirements and come up with estimates for…
Junior Python Developer,PRIPTON,"Kolkata, West Bengal","₹15,000 - ₹18,000 a month",We are looking for a Python Developer to join our team and help us generate various types of python function.Total work: 1 year (Preferred).
Python Full Stack Developer,Patch Infotech Private Limited,"Bengaluru, Karnataka","Up to ₹15,00,000 a year","HAS USED AWS CLOUD TECHNOLOGY.HAS USED OPERATING SYSTEM- LINUX, UNIX.BUILT MICRO SERVICES USING GOLANG AND PYTHON.Go lang: 2 years (Preferred)."
Data analysis,PRESTO Solutions,"Mumbai, Maharashtra","₹4,00,000 - ₹6,00,000 a year","Making changes in existing python scripts for better adaptation.Data analysis and automation of processes related to logistic, finance, etc using python."
Front End Developer,KPI Partners,"Bengaluru, Karnataka+1 location",None,High proficiency on React JS is mandatory.
Python Developer,Magnarus Technologies,"Hyderabad, Telangana",None,Experience in Python programming language and wxPython GUI tool kit.Knowledge in C and C++ programming languages.Knowledge about UNIX operating system.
Python Developer,AV Technoserve,"Remote in Delhi, Delhi","₹18,00,000 - ₹25,00,000 a year","To be successful as a Python developer, you should possess in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average…"
Junior Python Developer,Wrfacademy,"Chandigarh, Chandigarh","From ₹5,000 a month","He or she should be discipline.Chandigarh, Chandigarh: Reliably commute or planning to relocate before starting work (Required)."
Software Developer Intern,Kofax,"Hyderabad, Telangana+1 location",None,Management and staff in Kofax's Software Development job family help the company to build and improve new and/or existing software products and their…
Python Back-End Developer,ImpactQA,Remote,None,"We are hiring a Python Developer with minimum 5 years of experience in building highly scalable solutions.Based on a micro services architecture, you will be…"
